,Origin Time,Year,Latitude,Longitude,Depth,Magnitude,Location,Place,color
1416,2020-07-28 20:08:52,2020,23.22,93.26,10.0,4.4,"27km SSW of Champhai, Mizoram, India", Mizoram,10
1413,2020-07-29 05:59:52,2020,25.58,94.19,5.0,2.8,"13km SE of Kohima, Nagaland, India", Nagaland,10
1282,2020-08-29 00:44:45,2020,23.27,93.24,10.0,3.7,"22km SSW of Champhai, Mizoram, India", Mizoram,10
1385,2020-08-04 05:52:17,2020,24.36,93.59,30.0,3.5,"24km SW of Moirang, Manipur, India", Manipur,10
810,2020-12-24 03:19:35,2020,24.51,94.94,123.0,2.8,"66km SE of Ukhrul, Manipur, India", Manipur,10
1371,2020-08-07 23:06:20,2020,24.61,94.89,81.0,3.8,"54km SE of Ukhrul, Manipur, India", Manipur,10
2717,2019-08-03 01:59:11,2019,24.6,94.2,54.0,3.5,"35km SE of Imphal, Manipur, India", Manipur,10
852,2020-12-11 18:33:51,2020,21.59,90.31,10.0,4.1,"219km SSW of Belonia, Tripura, India", Tripura,10
1431,2020-07-25 05:52:00,2020,23.03,94.38,95.0,4.0,"117km ESE of Champhai, Mizoram, India", Mizoram,10
1289,2020-08-27 18:47:23,2020,23.17,93.21,25.0,4.1,"34km SSW of Champhai, Mizoram, India", Mizoram,10
1290,2020-08-27 18:16:10,2020,23.16,93.18,25.0,3.6,"36km SSW of Champhai, Mizoram, India", Mizoram,10
1356,2020-08-11 19:27:50,2020,24.11,93.8,15.0,4.0,"43km S of Moirang, Manipur, India", Manipur,10
1351,2020-08-12 16:01:24,2020,25.22,94.28,30.0,3.0,"17km NW of Shirui, Manipur, India", Manipur,10
1291,2020-08-27 17:37:18,2020,23.16,93.2,30.0,5.3,"35km SSW of Champhai, Mizoram, India", Mizoram,10
1340,2020-08-14 06:38:10,2020,23.12,93.24,10.0,4.0,"38km SSW of Champhai, Mizoram, India", Mizoram,10
1327,2020-08-16 23:00:52,2020,24.57,94.7,35.0,2.8,"46km SSE of Ukhrul, Manipur, India", Manipur,10
828,2020-12-17 22:03:20,2020,24.15,93.74,36.0,3.2,"38km S of Moirang, Manipur, India", Manipur,10
1316,2020-08-20 16:33:55,2020,24.22,94.35,70.0,3.5,"65km ESE of Moirang, Manipur, India", Manipur,10
1310,2020-08-23 04:26:44,2020,22.98,94.02,98.0,3.7,"88km SE of Champhai, Mizoram, India", Mizoram,10
836,2020-12-15 23:47:50,2020,23.82,93.11,57.0,3.4,"12km SW of Ngopa, Mizoram, India", Mizoram,10
819,2020-12-20 23:43:51,2020,22.98,93.77,10.0,3.4,"69km SE of Champhai, Mizoram, India", Mizoram,10
652,2021-02-11 13:34:51,2021,22.814,94.524,50.0,3.7,"141km ESE of Champhai, Mizoram, India", Mizoram,10
1434,2020-07-24 11:16:00,2020,23.27,93.53,10.0,3.8,"29km SE of Champhai, Mizoram, India", Mizoram,10
1448,2020-07-23 02:51:59,2020,24.69,95.04,10.0,3.8,"62km ESE of Ukhrul, Manipur, India", Manipur,10
746,2021-01-13 06:37:22,2021,22.64,94.58,98.0,3.8,"157km SE of Champhai, Mizoram, India", Mizoram,10
1536,2020-07-09 14:28:16,2020,23.3,93.18,10.0,4.3,"23km SW of Champhai, Mizoram, India", Mizoram,10
758,2021-01-09 23:02:48,2021,22.93,94.22,50.0,3.5,"108km ESE of Champhai, Mizoram, India", Mizoram,10
1514,2020-07-14 14:57:12,2020,23.32,94.35,72.0,3.9,"105km E of Champhai, Mizoram, India", Mizoram,10
1506,2020-07-16 06:51:55,2020,24.65,94.92,15.0,3.7,"54km SE of Ukhrul, Manipur, India", Manipur,10
1264,2020-09-04 01:54:45,2020,24.5,94.49,32.0,2.4,"48km S of Ukhrul, Manipur, India", Manipur,10
1504,2020-07-16 07:57:38,2020,24.54,92.4,18.0,4.1,"30km NE of Dharmanagar, Tripura, India", Tripura,10
859,2020-12-08 10:44:34,2020,22.11,94.2,87.0,5.2,"174km SSE of Champhai, Mizoram, India", Mizoram,10
1500,2020-07-16 19:04:47,2020,24.14,94.6,80.0,4.5,"88km S of Ukhrul, Manipur, India", Manipur,10
1494,2020-07-17 15:56:42,2020,23.17,93.22,10.0,4.2,"33km SSW of Champhai, Mizoram, India", Mizoram,10
1272,2020-08-31 21:27:03,2020,25.22,94.42,50.0,3.7,"10km N of Shirui, Manipur, India", Manipur,10
858,2020-12-09 21:35:35,2020,24.98,95.0,27.7,3.1,"52km E of Ukhrul, Manipur, India", Manipur,10
1489,2020-07-17 22:35:35,2020,23.19,93.27,80.0,3.7,"30km S of Champhai, Mizoram, India", Mizoram,10
781,2021-01-02 03:31:48,2021,23.03,94.04,10.0,3.2,"86km ESE of Champhai, Mizoram, India", Mizoram,10
782,2021-01-01 00:27:05,2021,24.45,94.86,98.0,3.1,"65km SE of Ukhrul, Manipur, India", Manipur,10
1485,2020-07-18 04:25:41,2020,24.74,92.6,63.0,4.0,"60km NE of Dharmanagar, Tripura, India", Tripura,10
1483,2020-07-18 20:31:36,2020,23.31,93.48,10.0,3.5,"22km SE of Champhai, Mizoram, India", Mizoram,10
1271,2020-09-01 02:39:33,2020,24.88,95.03,130.0,5.1,"55km E of Ukhrul, Manipur, India", Manipur,10
1470,2020-07-20 02:30:47,2020,24.98,94.63,10.0,3.5,"16km ENE of Ukhrul, Manipur, India", Manipur,10
1469,2020-07-20 03:39:38,2020,23.24,93.29,20.0,3.2,"24km S of Champhai, Mizoram, India", Mizoram,10
784,2020-12-31 17:21:00,2020,24.19,93.85,40.0,3.1,"35km SSE of Moirang, Manipur, India", Manipur,10
793,2020-12-28 03:09:12,2020,24.65,94.53,40.0,3.1,"31km S of Ukhrul, Manipur, India", Manipur,10
1490,2020-07-17 22:03:58,2020,23.29,93.35,78.0,5.1,"18km S of Champhai, Mizoram, India", Mizoram,10
1762,2020-05-18 20:35:36,2020,23.9,94.3,22.0,4.0,"85km SE of Moirang, Manipur, India", Manipur,10
850,2020-12-11 21:28:52,2020,23.89,92.88,40.1,3.2,"24km NE of Aizawl, Mizoram, India", Mizoram,10
641,2021-02-15 05:25:26,2021,22.02,93.79,10.0,3.5,"166km SSE of Champhai, Mizoram, India", Mizoram,10
1867,2020-04-24 10:45:23,2020,24.1,95.67,10.0,4.1,"151km SE of Ukhrul, Manipur, India", Manipur,10
1951,2020-04-08 22:01:45,2020,25.0,94.3,40.0,3.3,"18km SW of Shirui, Manipur, India", Manipur,10
989,2020-11-03 17:28:17,2020,24.39,92.53,20.0,3.5,"38km E of Dharmanagar, Tripura, India", Tripura,10
987,2020-11-04 01:56:11,2020,23.85,94.58,170.0,3.4,"108km SE of Moirang, Manipur, India", Manipur,10
1134,2020-10-07 03:32:56,2020,25.33,94.44,10.0,4.3,"22km N of Shirui, Manipur, India", Manipur,10
602,2021-02-23 17:45:20,2021,23.98,94.1,94.0,3.4,"66km SSE of Moirang, Manipur, India", Manipur,10
1069,2020-10-20 22:14:25,2020,25.61,93.98,20.0,2.3,"14km WSW of Kohima, Nagaland, India", Nagaland,10
1101,2020-10-13 07:06:21,2020,23.24,93.89,82.0,4.1,"62km ESE of Champhai, Mizoram, India", Mizoram,10
607,2021-02-21 01:29:08,2021,24.87,94.89,5.0,2.8,"41km E of Ukhrul, Manipur, India", Manipur,10
1064,2020-10-21 15:45:02,2020,23.31,93.6,20.0,3.6,"32km ESE of Champhai, Mizoram, India", Mizoram,10
1960,2020-04-07 21:06:03,2020,24.7,94.1,49.0,3.1,"21km SE of Imphal, Manipur, India", Manipur,10
532,2021-03-10 23:59:47,2021,24.1,93.38,50.0,2.8,"29km NE of Ngopa, Mizoram, India", Mizoram,10
529,2021-03-11 08:04:17,2021,22.75,94.51,50.0,3.3,"144km ESE of Champhai, Mizoram, India", Mizoram,10
613,2021-02-20 05:31:26,2021,23.44,94.38,105.0,4.3,"107km E of Champhai, Mizoram, India", Mizoram,10
528,2021-03-11 12:05:37,2021,23.91,94.29,20.0,3.1,"83km SE of Moirang, Manipur, India", Manipur,10
598,2021-02-24 23:46:47,2021,19.95,91.03,24.0,4.8,"369km S of Belonia, Tripura, India", Tripura,10
616,2021-02-19 23:08:53,2021,24.1,93.58,5.0,2.4,"44km ENE of Ngopa, Mizoram, India", Mizoram,10
995,2020-11-02 23:31:34,2020,23.54,95.08,18.0,3.3,"166km SSE of Ukhrul, Manipur, India", Manipur,10
1887,2020-04-20 10:49:55,2020,20.35,93.19,10.0,4.0,"328km S of Thenzawl, Mizoram, India", Mizoram,10
1103,2020-10-12 01:54:50,2020,25.13,94.96,10.0,3.4,"53km ENE of Ukhrul, Manipur, India", Manipur,10
1923,2020-04-14 03:03:02,2020,22.9,93.9,115.0,3.7,"85km SE of Champhai, Mizoram, India", Mizoram,10
1110,2020-10-11 15:55:40,2020,24.57,93.49,52.0,3.8,"28km WSW of Bishnupur, Manipur, India", Manipur,10
1907,2020-04-16 17:15:27,2020,22.6,94.0,70.0,5.9,"117km SE of Champhai, Mizoram, India", Mizoram,10
576,2021-03-01 20:09:51,2021,24.69,93.11,25.0,3.7,"66km W of Bishnupur, Manipur, India", Manipur,10
1896,2020-04-17 21:20:13,2020,22.6,93.7,64.0,3.6,"102km SSE of Champhai, Mizoram, India", Mizoram,10
1767,2020-05-17 08:57:18,2020,25.0,94.7,110.0,3.2,"23km ENE of Ukhrul, Manipur, India", Manipur,10
1945,2020-04-10 03:28:57,2020,24.7,94.8,102.0,3.7,"41km SE of Ukhrul, Manipur, India", Manipur,10
1114,2020-10-10 23:39:06,2020,24.65,93.51,30.0,2.8,"25km W of Bishnupur, Manipur, India", Manipur,10
1115,2020-10-10 23:08:00,2020,24.69,93.47,28.0,5.3,"30km WNW of Bishnupur, Manipur, India", Manipur,10
544,2021-03-09 16:45:02,2021,25.36,94.74,60.0,4.7,"41km NE of Shirui, Manipur, India", Manipur,10
583,2021-02-26 15:03:19,2021,23.03,94.12,10.0,3.0,"93km ESE of Champhai, Mizoram, India", Mizoram,10
591,2021-02-25 09:19:01,2021,25.21,94.37,48.0,3.3,"10km NNW of Shirui, Manipur, India", Manipur,10
1118,2020-10-10 06:09:26,2020,23.17,93.16,5.0,3.6,"36km SSW of Champhai, Mizoram, India", Mizoram,10
1121,2020-10-09 03:12:50,2020,24.62,94.52,10.0,3.4,"34km S of Ukhrul, Manipur, India", Manipur,10
996,2020-11-02 22:39:46,2020,22.92,93.01,10.0,3.6,"46km SSE of Thenzawl, Mizoram, India", Mizoram,10
968,2020-11-08 15:02:43,2020,24.09,94.11,46.0,3.4,"56km SE of Moirang, Manipur, India", Manipur,10
1090,2020-10-15 21:05:24,2020,24.65,93.59,36.0,3.5,"17km W of Bishnupur, Manipur, India", Manipur,10
621,2021-02-19 04:11:24,2021,23.59,94.56,50.0,3.7,"126km E of Champhai, Mizoram, India", Mizoram,10
504,2021-03-20 21:06:07,2021,23.01,93.12,17.0,3.3,"46km SE of Serchhip, Mizoram, India", Mizoram,10
1994,2020-04-03 22:02:13,2020,23.9,92.4,31.0,2.5,"34km WNW of Aizawal,Mizoram,India", Mizoram,10
1048,2020-10-24 08:51:07,2020,23.44,92.08,50.0,4.1,"44km E of Amarpur, Tripura, India", Tripura,10
1805,2020-05-09 22:37:44,2020,23.9,93.1,25.0,2.8,"11km W of Ngopa, Mizoram, India", Mizoram,10
1796,2020-05-11 22:27:05,2020,23.6,94.3,120.0,4.0,"100km E of Champhai, Mizoram, India", Mizoram,10
1016,2020-10-29 19:27:58,2020,23.27,94.6,10.0,3.5,"131km E of Champhai, Mizoram, India", Mizoram,10
1039,2020-10-25 20:44:07,2020,24.57,93.58,27.0,3.2,"19km WSW of Bishnupur, Manipur, India", Manipur,10
487,2021-03-24 00:27:36,2021,24.14,93.88,40.0,2.8,"41km SSE of Moirang, Manipur, India", Manipur,10
1807,2020-05-09 06:20:02,2020,24.3,93.8,30.0,3.4,"22km S of Moirang, Manipur, India", Manipur,10
2021,2020-03-30 00:57:52,2020,24.9,93.6,16.0,2.6,"34km NNW of Bishnupur, Manipur, India", Manipur,10
503,2021-03-20 23:22:17,2021,22.66,91.79,10.0,3.5,"73km SSE of Belonia, Tripura, India", Tripura,10
1008,2020-10-31 19:54:26,2020,25.2,94.76,10.0,3.1,"35km ENE of Shirui, Manipur, India", Manipur,10
638,2021-02-15 17:07:09,2021,25.32,93.83,30.0,3.4,"48km SW of Kohima, Nagaland, India", Nagaland,10
1824,2020-05-05 12:09:45,2020,24.2,94.4,84.0,3.5,"71km ESE of Moirang, Manipur, India", Manipur,10
1794,2020-05-12 04:09:35,2020,24.9,93.9,47.0,4.4,"9km NNW of Imphal, Manipur, India", Manipur,10
2487,2019-12-06 21:24:58,2019,35.0,77.6,10.0,2.6,"94km N of Leh, Laddakh, India", Laddakh,11
483,2021-03-25 03:53:00,2021,36.86,75.99,10.0,3.7,"256km N of Kargil, Laddakh, India", Laddakh,11
2543,2019-11-20 11:43:41,2019,35.3,73.2,10.0,4.0,"176km NW of Gulmarg, Jammu and Kashmir, India", Jammu & Kashmir,11
2031,2020-03-29 03:57:50,2020,35.1,73.4,10.0,3.5,"147km NW of Gulmarg, Jammu and Kashmir, India", Jammu & Kashmir,11
2053,2020-03-26 08:11:15,2020,37.7,77.3,33.0,3.8,"365km NNE of Kargil, Laddakh, India", Laddakh,11
462,2021-03-30 04:03:50,2021,34.86,73.42,10.0,3.5,"126km NW of Gulmarg, Jammu and Kashmir, India", Jammu & Kashmir,11
1079,2020-10-19 02:22:56,2020,38.45,76.27,10.0,3.7,"433km N of Kargil, Laddakh, India", Laddakh,11
461,2021-03-30 04:19:58,2021,34.93,73.63,10.0,3.4,"119km NW of Gulmarg, Jammu and Kashmir, India", Jammu & Kashmir,11
554,2021-03-07 14:46:58,2021,35.01,78.18,10.0,3.5,"110km NNE of Leh, Laddakh, India", Laddakh,11
463,2021-03-30 01:06:26,2021,34.41,76.08,10.0,3.1,"16km SSW of Kargil, Laddakh, India", Laddakh,11
481,2021-03-25 17:07:22,2021,34.58,76.84,30.0,3.5,"51km NW of Alchi(Leh),Jammu & Kashmir,India", Jammu & Kashmir,11
2405,2020-01-02 09:02:35,2020,36.4,74.2,90.0,4.6,"262km N of Gulmarg, Jammu and Kashmir, India", Jammu & Kashmir,11
2402,2020-01-02 16:49:48,2020,35.7,74.9,10.0,3.8,"169km NW of Kargil, Laddakh, India", Laddakh,11
1083,2020-10-18 04:15:29,2020,38.21,77.08,10.0,4.3,"415km N of Kargil, Laddakh, India", Laddakh,11
212,2021-05-22 08:37:47,2021,34.57,76.64,40.0,3.6,"46km E of Kargil, Laddakh, India", Laddakh,11
469,2021-03-29 05:41:40,2021,36.18,77.38,10.0,4.1,"213km NNE of Kargil, Laddakh, India", Laddakh,11
1005,2020-11-01 02:59:18,2020,38.39,77.1,10.0,4.2,"435km N of Kargil, Laddakh, India", Laddakh,11
1078,2020-10-19 04:44:02,2020,35.5,75.78,10.0,3.6,"110km NNW of Kargil, Laddakh, India", Laddakh,11
2415,2019-12-31 06:22:55,2019,35.5,74.8,94.0,4.5,"157km N of Srinagar, Jammu and Kashmir, India", Jammu & Kashmir,11
2418,2019-12-30 23:20:02,2019,35.5,74.8,63.0,5.4,"157km N of Srinagar, Jammu and Kashmir, India", Jammu & Kashmir,11
2482,2019-12-08 19:01:31,2019,36.2,77.7,167.0,4.4,"225km N of Alchi(Leh),Jammu & Kashmir,India", Jammu & Kashmir,11
2453,2019-12-18 08:10:11,2019,37.7,75.8,158.0,4.7,"351km N of Kargil, Laddakh, India", Laddakh,11
2454,2019-12-18 08:03:06,2019,37.6,75.5,100.0,4.2,"343km N of Kargil, Laddakh, India", Laddakh,11
1015,2020-10-30 03:47:24,2020,35.59,74.95,16.0,3.3,"157km NW of Kargil, Laddakh, India", Laddakh,11
2447,2019-12-19 20:50:01,2019,36.8,74.6,169.0,4.6,"285km NNW of Kargil, Laddakh, India", Laddakh,11
2446,2019-12-20 03:46:26,2019,34.7,79.7,67.0,4.6,"204km ENE of Leh, Laddakh, India", Laddakh,11
1430,2020-07-25 11:44:43,2020,37.66,75.82,10.0,3.9,"346km N of Kargil, Laddakh, India", Laddakh,11
519,2021-03-15 06:04:02,2021,34.99,73.48,10.0,3.4,"133km NW of Gulmarg, Jammu and Kashmir, India", Jammu & Kashmir,11
446,2021-04-05 01:39:51,2021,36.66,76.17,10.0,4.4,"234km N of Kargil, Laddakh, India", Laddakh,11
1067,2020-10-21 04:00:30,2020,38.29,75.21,136.0,4.5,"423km N of Kargil, Laddakh, India", Laddakh,11
2464,2019-12-15 04:23:46,2019,34.6,75.1,72.0,3.3,"63km NNE of Srinagar, Jammu and Kashmir, India", Jammu & Kashmir,11
204,2021-05-23 00:56:15,2021,35.27,73.57,5.0,3.5,"154km NNW of Gulmarg, Jammu and Kashmir, India", Jammu & Kashmir,11
1990,2020-04-04 06:14:32,2020,35.5,74.8,60.0,4.0,"157km N of Srinagar, Jammu and Kashmir, India", Jammu & Kashmir,11
2416,2019-12-31 00:50:19,2019,35.5,74.7,10.0,4.2,"157km N of Srinagar, Jammu and Kashmir, India", Jammu & Kashmir,11
1277,2020-08-30 16:20:14,2020,36.87,76.23,330.0,3.9,"257km N of Kargil, Laddakh, India", Laddakh,11
2471,2019-12-12 00:47:04,2019,36.8,78.8,30.0,4.4,"314km NNE of Leh, Laddakh, India", Laddakh,11
1480,2020-07-19 00:24:30,2020,37.39,74.64,10.0,4.3,"342km NNW of Kargil, Laddakh, India", Laddakh,11
1007,2020-10-31 23:36:00,2020,34.56,78.17,10.0,3.8,"70km NE of Leh, Laddakh, India", Laddakh,11
2424,2019-12-30 06:22:34,2019,35.7,77.3,10.0,4.6,"165km N of Alchi(Leh),Jammu & Kashmir,India", Jammu & Kashmir,11
2422,2019-12-30 22:42:35,2019,35.5,74.7,10.0,4.7,"157km N of Srinagar, Jammu and Kashmir, India", Jammu & Kashmir,11
2421,2019-12-30 22:48:57,2019,35.5,74.9,10.0,5.5,"154km NW of Kargil, Laddakh, India", Laddakh,11
1027,2020-10-28 03:45:19,2020,34.95,76.15,10.0,2.1,"44km N of Kargil, Laddakh, India", Laddakh,11
2706,2019-08-13 16:20:09,2019,34.6,77.8,15.0,4.2,"53km NNE of Leh, Laddakh, India", Laddakh,11
2420,2019-12-30 22:58:33,2019,35.5,75.1,36.0,4.6,"141km NW of Kargil, Laddakh, India", Laddakh,11
11,2021-07-26 16:38:34,2021,38.1,75.45,10.0,4.4,"399km N of Kargil, Laddakh, India", Laddakh,11
2419,2019-12-30 23:09:15,2019,35.5,75.0,10.0,3.6,"147km NW of Kargil, Laddakh, India", Laddakh,11
2417,2019-12-30 23:55:33,2019,35.5,74.8,10.0,4.0,"157km N of Srinagar, Jammu and Kashmir, India", Jammu & Kashmir,11
1479,2020-07-19 01:36:49,2020,37.29,74.76,10.0,3.9,"328km NNW of Kargil, Laddakh, India", Laddakh,11
1473,2020-07-19 11:53:04,2020,35.94,77.21,40.0,4.1,"182km NNE of Kargil, Laddakh, India", Laddakh,11
876,2020-12-03 13:40:06,2020,34.49,75.95,10.0,3.5,"18km WSW of Kargil, Laddakh, India", Laddakh,11
2130,2020-03-08 04:28:17,2020,36.8,75.6,10.0,4.2,"254km N of Kargil, Laddakh, India", Laddakh,11
2511,2019-11-28 22:34:26,2019,36.0,77.8,140.0,4.4,"206km NNE of Alchi(Leh),Jammu & Kashmir,India", Jammu & Kashmir,11
625,2021-02-18 07:39:05,2021,36.62,74.56,10.0,3.7,"270km NNW of Kargil, Laddakh, India", Laddakh,11
2621,2019-10-22 18:49:25,2019,36.1,78.1,30.0,4.0,"221km NNE of Leh, Laddakh, India", Laddakh,11
379,2021-04-22 04:06:01,2021,37.7,76.11,10.0,3.6,"349km N of Kargil, Laddakh, India", Laddakh,11
301,2021-05-04 03:27:15,2021,38.36,75.52,136.0,4.3,"426km N of Kargil, Laddakh, India", Laddakh,11
1163,2020-09-27 22:57:42,2020,34.34,78.36,10.0,5.1,"74km ENE of Leh, Laddakh, India", Laddakh,11
2282,2020-02-02 11:06:58,2020,38.32,75.27,198.0,5.0,"425km N of Kargil, Laddakh, India", Laddakh,11
302,2021-05-04 00:43:56,2021,37.11,74.41,10.0,4.8,"324km NNW of Kargil, Laddakh, India", Laddakh,11
2631,2019-10-17 08:35:18,2019,35.2,77.8,10.0,3.9,"118km N of Leh, Laddakh, India", Laddakh,11
1679,2020-06-11 13:37:19,2020,37.4,76.7,60.0,4.0,"320km N of Kargil, Laddakh, India", Laddakh,11
683,2021-02-02 23:04:07,2021,36.06,76.25,10.0,4.2,"167km N of Kargil, Laddakh, India", Laddakh,11
681,2021-02-03 19:59:52,2021,34.33,78.3,10.0,4.5,"69km ENE of Leh, Laddakh, India", Laddakh,11
1166,2020-09-26 12:02:03,2020,34.7,74.22,10.0,4.5,"73km NNW of Gulmarg, Jammu and Kashmir, India", Jammu & Kashmir,11
633,2021-02-16 21:55:17,2021,34.43,77.68,5.0,3.5,"32km NNE of Leh, Laddakh, India", Laddakh,11
2394,2020-01-05 12:51:01,2020,35.8,75.2,10.0,3.3,"162km NNW of Kargil, Laddakh, India", Laddakh,11
1689,2020-06-08 20:02:39,2020,38.1,76.1,145.0,4.2,"394km N of Kargil, Laddakh, India", Laddakh,11
1174,2020-09-24 08:19:46,2020,36.55,73.94,10.0,3.7,"281km N of Gulmarg, Jammu and Kashmir, India", Jammu & Kashmir,11
364,2021-04-27 10:47:13,2021,36.31,75.67,158.0,4.5,"199km NNW of Kargil, Laddakh, India", Laddakh,11
1172,2020-09-25 16:27:06,2020,34.96,78.59,21.0,5.4,"129km NE of Leh, Laddakh, India", Laddakh,11
1171,2020-09-25 16:45:42,2020,34.28,78.2,5.0,2.6,"59km ENE of Leh, Laddakh, India", Laddakh,11
1169,2020-09-26 02:14:39,2020,34.8,78.05,10.0,3.7,"84km NNE of Leh, Laddakh, India", Laddakh,11
1716,2020-05-30 09:15:33,2020,35.08,78.33,15.0,4.2,"124km NNE of Leh, Laddakh, India", Laddakh,11
2213,2020-02-18 01:01:43,2020,34.4,76.1,8.0,2.2,"17km S of Kargil, Laddakh, India", Laddakh,11
1724,2020-05-28 22:05:48,2020,35.3,79.3,150.0,4.3,"202km NE of Leh, Laddakh, India", Laddakh,11
2214,2020-02-17 12:46:32,2020,35.5,74.7,74.0,4.1,"157km N of Srinagar, Jammu and Kashmir, India", Jammu & Kashmir,11
2215,2020-02-17 12:46:23,2020,36.1,74.9,10.0,4.0,"205km NNW of Kargil, Laddakh, India", Laddakh,11
2218,2020-02-16 22:48:50,2020,34.7,77.6,10.0,3.6,"60km N of Leh, Laddakh, India", Laddakh,11
2219,2020-02-16 22:44:00,2020,34.58,77.66,10.0,3.2,"48km N of Leh, Laddakh, India", Laddakh,11
1752,2020-05-22 14:08:45,2020,36.2,78.0,10.0,4.1,"230km N of Leh, Laddakh, India", Laddakh,11
1170,2020-09-25 17:29:05,2020,34.86,78.05,10.0,3.6,"89km NNE of Leh, Laddakh, India", Laddakh,11
675,2021-02-04 22:32:05,2021,36.4,77.09,10.0,4.6,"222km NNE of Kargil, Laddakh, India", Laddakh,11
977,2020-11-06 21:03:11,2020,35.37,75.54,37.0,3.8,"105km NNW of Kargil, Laddakh, India", Laddakh,11
285,2021-05-07 10:05:41,2021,34.89,73.62,50.0,3.7,"116km NW of Gulmarg, Jammu and Kashmir, India", Jammu & Kashmir,11
1153,2020-09-29 14:38:02,2020,34.5,77.14,22.0,3.2,"32km N of Alchi(Leh),Jammu & Kashmir,India", Jammu & Kashmir,11
862,2020-12-07 01:14:59,2020,36.25,73.74,10.0,3.6,"251km NNW of Gulmarg, Jammu and Kashmir, India", Jammu & Kashmir,11
2136,2020-03-07 03:12:43,2020,35.7,77.6,110.0,3.6,"169km NNE of Alchi(Leh),Jammu & Kashmir,India", Jammu & Kashmir,11
561,2021-03-06 05:11:33,2021,34.53,79.04,10.0,3.6,"140km ENE of Leh, Laddakh, India", Laddakh,11
2379,2020-01-12 10:54:01,2020,34.8,74.6,10.0,5.3,"81km NNW of Srinagar, Jammu and Kashmir, India", Jammu & Kashmir,11
879,2020-12-02 06:24:40,2020,38.296,75.376,169.0,4.3,"421km N of Kargil, Laddakh, India", Laddakh,11
1547,2020-07-07 01:33:03,2020,37.52,77.72,100.0,4.0,"359km NNE of Kargil, Laddakh, India", Laddakh,11
1553,2020-07-06 07:28:59,2020,38.02,77.75,150.0,4.2,"411km NNE of Kargil, Laddakh, India", Laddakh,11
736,2021-01-17 13:53:20,2021,37.48,75.11,10.0,3.5,"338km NNW of Kargil, Laddakh, India", Laddakh,11
731,2021-01-18 12:21:12,2021,35.3,73.59,34.0,3.8,"156km NNW of Gulmarg, Jammu and Kashmir, India", Jammu & Kashmir,11
2354,2020-01-19 20:25:33,2020,38.5,77.4,136.0,4.8,"453km NNE of Kargil, Laddakh, India", Laddakh,11
227,2021-05-21 11:02:32,2021,35.29,77.98,90.0,4.2,"131km NNE of Leh, Laddakh, India", Laddakh,11
2344,2020-01-20 13:54:34,2020,36.4,73.9,15.0,3.8,"265km N of Gulmarg, Jammu and Kashmir, India", Jammu & Kashmir,11
96,2021-06-28 06:10:35,2021,34.49,78.43,18.0,4.6,"86km ENE of Leh, Laddakh, India", Laddakh,11
239,2021-05-18 16:23:28,2021,37.34,76.88,10.0,4.2,"317km N of Kargil, Laddakh, India", Laddakh,11
1595,2020-06-26 20:15:11,2020,36.0,74.82,25.0,4.5,"200km NW of Kargil, Laddakh, India", Laddakh,11
720,2021-01-21 19:12:40,2021,36.53,77.0,156.0,4.2,"233km NNE of Kargil, Laddakh, India", Laddakh,11
600,2021-02-24 03:15:23,2021,37.4,75.89,10.0,4.0,"317km N of Kargil, Laddakh, India", Laddakh,11
1145,2020-10-03 19:53:08,2020,36.9,77.09,10.0,3.4,"274km NNE of Kargil, Laddakh, India", Laddakh,11
981,2020-11-05 06:14:32,2020,34.77,76.82,30.0,3.1,"67km ENE of Kargil, Laddakh, India", Laddakh,11
2181,2020-02-25 16:14:35,2020,36.4,77.0,231.0,3.9,"219km NNE of Kargil, Laddakh, India", Laddakh,11
2311,2020-01-27 20:20:08,2020,35.0,73.4,67.0,3.7,"138km NW of Gulmarg, Jammu and Kashmir, India", Jammu & Kashmir,11
2312,2020-01-27 19:56:34,2020,35.5,74.8,10.0,3.6,"157km N of Srinagar, Jammu and Kashmir, India", Jammu & Kashmir,11
2575,2019-11-10 13:54:07,2019,38.5,75.8,33.0,3.8,"439km N of Kargil, Laddakh, India", Laddakh,11
1139,2020-10-06 05:13:20,2020,34.46,79.46,10.0,5.1,"176km ENE of Leh, Laddakh, India", Laddakh,11
703,2021-01-27 00:48:15,2021,35.36,73.71,16.0,3.6,"158km NNW of Gulmarg, Jammu and Kashmir, India", Jammu & Kashmir,11
2599,2019-10-30 16:34:38,2019,36.8,75.5,17.0,4.6,"256km NNW of Kargil, Laddakh, India", Laddakh,11
2651,2019-10-04 01:06:21,2019,36.5,76.6,40.0,3.3,"220km N of Kargil, Laddakh, India", Laddakh,11
2586,2019-11-05 15:20:41,2019,35.8,76.9,10.0,3.9,"155km NNE of Kargil, Laddakh, India", Laddakh,11
1126,2020-10-08 09:22:06,2020,35.36,75.81,10.0,4.2,"94km NNW of Kargil, Laddakh, India", Laddakh,11
992,2020-11-03 06:55:19,2020,35.49,73.28,10.0,3.7,"189km NNW of Gulmarg, Jammu and Kashmir, India", Jammu & Kashmir,11
260,2021-05-10 21:37:09,2021,34.51,74.16,10.0,3.1,"55km NNW of Gulmarg, Jammu and Kashmir, India", Jammu & Kashmir,11
1273,2020-08-31 19:13:29,2020,35.31,81.05,230.0,4.3,"342km ENE of Leh, Laddakh, India", Laddakh,12
